Lmod has detected the following error: The following module(s) could not be
loaded: "openmpi/4.0.3"

Please check the spelling or version number. Also try "module spider ..."

It is also possible that the module is not available for this node type.
See https://docs.icer.msu.edu/available_software/overview/ for details. 


Compiling reverseGOL-mpi.c...
Running MPI program with 4 tasks...
Worker 1: Generation 502 with best=0 fitness=0
Worker 0: Generation 502 with best=0 fitness=0
Worker 2: Generation 502 with best=0 fitness=0
Worker 3: Generation 502 with best=0 fitness=0
Worker 1: Generation 503 with best=0 fitness=0
Worker 0: Generation 503 with best=0 fitness=0
Worker 3: Generation 503 with best=0 fitness=0
Worker 2: Generation 503 with best=0 fitness=0
Worker 1: Generation 504 with best=0 fitness=0
Worker 0: Generation 504 with best=0 fitness=0
Worker 2: Generation 504 with best=0 fitness=0
Worker 3: Generation 504 with best=0 fitness=0
Worker 1: Generation 505 with best=0 fitness=0
Worker 0: Generation 505 with best=0 fitness=0
Worker 2: Generation 505 with best=0 fitness=0
Worker 3: Generation 505 with best=0 fitness=0
Worker 1: Generation 506 with best=0 fitness=0
Worker 0: Generation 506 with best=0 fitness=0
Worker 3: Generation 506 with best=0 fitness=0
Worker 2: Generation 506 with best=0 fitness=0
Worker 1: Generation 507 with best=0 fitness=0
Worker 0: Generation 507 with best=0 fitness=0
Worker 3: Generation 507 with best=0 fitness=0
Worker 2: Generation 507 with best=0 fitness=0
Worker 1: Generation 508 with best=0 fitness=0
Worker 0: Generation 508 with best=0 fitness=0
Worker 3: Generation 508 with best=0 fitness=0
Worker 2: Generation 508 with best=0 fitness=0
Worker 1: Generation 509 with best=0 fitness=0
Worker 0: Generation 509 with best=0 fitness=0
Worker 3: Generation 509 with best=0 fitness=0
Worker 2: Generation 509 with best=0 fitness=0
Worker 1: Generation 510 with best=0 fitness=0
Worker 0: Generation 510 with best=0 fitness=0
Worker 2: Generation 510 with best=0 fitness=0
Worker 3: Generation 510 with best=0 fitness=0
Worker 1: Generation 511 with best=0 fitness=0
Worker 0: Generation 511 with best=0 fitness=0
Worker 3: Generation 511 with best=0 fitness=0
Worker 2: Generation 511 with best=0 fitness=0
Worker 1: Generation 512 with best=0 fitness=0
Worker 0: Generation 512 with best=0 fitness=0
Worker 3: Generation 512 with best=0 fitness=0
Worker 2: Generation 512 with best=0 fitness=0
Worker 1: Generation 513 with best=0 fitness=0
Worker 0: Generation 513 with best=0 fitness=0
Worker 2: Generation 513 with best=0 fitness=0
Worker 3: Generation 513 with best=0 fitness=0
Worker 1: Generation 514 with best=0 fitness=0
Worker 0: Generation 514 with best=0 fitness=0
Worker 3: Generation 514 with best=0 fitness=0
Worker 2: Generation 514 with best=0 fitness=0
Worker 1: Generation 515 with best=0 fitness=0
Worker 0: Generation 515 with best=0 fitness=0
Worker 2: Generation 515 with best=0 fitness=0
Worker 3: Generation 515 with best=0 fitness=0
Worker 1: Generation 516 with best=0 fitness=0
Worker 0: Generation 516 with best=0 fitness=0
Worker 3: Generation 516 with best=0 fitness=0
Worker 2: Generation 516 with best=0 fitness=0
Worker 1: Generation 517 with best=0 fitness=0
Worker 0: Generation 517 with best=0 fitness=0
Worker 2: Generation 517 with best=0 fitness=0
Worker 3: Generation 517 with best=0 fitness=0
Worker 1: Generation 518 with best=0 fitness=0
Worker 0: Generation 518 with best=0 fitness=0
Worker 3: Generation 518 with best=0 fitness=0
Worker 2: Generation 518 with best=0 fitness=0
Worker 1: Generation 519 with best=0 fitness=0
Worker 0: Generation 519 with best=0 fitness=0
Worker 2: Generation 519 with best=0 fitness=0
Worker 3: Generation 519 with best=0 fitness=0
Worker 1: Generation 520 with best=0 fitness=0
Worker 0: Generation 520 with best=0 fitness=0
Worker 3: Generation 520 with best=0 fitness=0
Worker 2: Generation 520 with best=0 fitness=0
Worker 1: Generation 521 with best=0 fitness=0
Worker 0: Generation 521 with best=0 fitness=0
Worker 2: Generation 521 with best=0 fitness=0
Worker 3: Generation 521 with best=0 fitness=0
Worker 1: Generation 522 with best=0 fitness=0
Worker 0: Generation 522 with best=0 fitness=0
Worker 3: Generation 522 with best=0 fitness=0
Worker 2: Generation 522 with best=0 fitness=0
Worker 1: Generation 523 with best=0 fitness=0
Worker 0: Generation 523 with best=0 fitness=0
Worker 3: Generation 523 with best=0 fitness=0
Worker 2: Generation 523 with best=0 fitness=0
Worker 1: Generation 524 with best=0 fitness=0
Worker 0: Generation 524 with best=0 fitness=0
Worker 3: Generation 524 with best=0 fitness=0
Worker 2: Generation 524 with best=0 fitness=0
Worker 1: Generation 525 with best=0 fitness=0
Worker 0: Generation 525 with best=0 fitness=0
Worker 3: Generation 525 with best=0 fitness=0
Worker 2: Generation 525 with best=0 fitness=0
Worker 1: Generation 526 with best=0 fitness=0
Worker 0: Generation 526 with best=0 fitness=0
Worker 2: Generation 526 with best=0 fitness=0
Worker 3: Generation 526 with best=0 fitness=0
Worker 1: Generation 527 with best=0 fitness=0
Worker 0: Generation 527 with best=0 fitness=0
Worker 3: Generation 527 with best=0 fitness=0
Worker 2: Generation 527 with best=0 fitness=0
Worker 1: Generation 528 with best=0 fitness=0
Worker 0: Generation 528 with best=0 fitness=0
Worker 3: Generation 528 with best=0 fitness=0
Worker 2: Generation 528 with best=0 fitness=0
Worker 1: Generation 529 with best=0 fitness=0
Worker 0: Generation 529 with best=0 fitness=0
Worker 3: Generation 529 with best=0 fitness=0
Worker 2: Generation 529 with best=0 fitness=0
Worker 1: Generation 530 with best=0 fitness=0
Worker 0: Generation 530 with best=0 fitness=0
Worker 2: Generation 530 with best=0 fitness=0
Worker 3: Generation 530 with best=0 fitness=0
Worker 1: Generation 531 with best=0 fitness=0
Worker 0: Generation 531 with best=0 fitness=0
Worker 2: Generation 531 with best=0 fitness=0
Worker 3: Generation 531 with best=0 fitness=0
Worker 1: Generation 532 with best=0 fitness=0
Worker 0: Generation 532 with best=0 fitness=0
Worker 3: Generation 532 with best=0 fitness=0
Worker 2: Generation 532 with best=0 fitness=0
Worker 1: Generation 533 with best=0 fitness=0
Worker 0: Generation 533 with best=0 fitness=0
Worker 3: Generation 533 with best=0 fitness=0
Worker 2: Generation 533 with best=0 fitness=0
Worker 1: Generation 534 with best=0 fitness=0
Worker 0: Generation 534 with best=0 fitness=0
Worker 3: Generation 534 with best=0 fitness=0
Worker 2: Generation 534 with best=0 fitness=0
Worker 1: Generation 535 with best=0 fitness=0
Worker 0: Generation 535 with best=0 fitness=0
Worker 2: Generation 535 with best=0 fitness=0
Worker 3: Generation 535 with best=0 fitness=0
Worker 1: Generation 536 with best=0 fitness=0
Worker 0: Generation 536 with best=0 fitness=0
Worker 3: Generation 536 with best=0 fitness=0
Worker 2: Generation 536 with best=0 fitness=0
Worker 1: Generation 537 with best=0 fitness=0
Worker 0: Generation 537 with best=0 fitness=0
Worker 2: Generation 537 with best=0 fitness=0
Worker 3: Generation 537 with best=0 fitness=0
Worker 1: Generation 538 with best=0 fitness=0
Worker 0: Generation 538 with best=0 fitness=0
Worker 3: Generation 538 with best=0 fitness=0
Worker 2: Generation 538 with best=0 fitness=0
Worker 1: Generation 539 with best=0 fitness=0
Worker 0: Generation 539 with best=0 fitness=0
Worker 3: Generation 539 with best=0 fitness=0
Worker 2: Generation 539 with best=0 fitness=0
Worker 1: Generation 540 with best=0 fitness=0
Worker 0: Generation 540 with best=0 fitness=0
Worker 3: Generation 540 with best=0 fitness=0
Worker 2: Generation 540 with best=0 fitness=0
Worker 1: Generation 541 with best=0 fitness=0
Worker 0: Generation 541 with best=0 fitness=0
Worker 2: Generation 541 with best=0 fitness=0
Worker 3: Generation 541 with best=0 fitness=0
Worker 1: Generation 542 with best=0 fitness=0
Worker 0: Generation 542 with best=0 fitness=0
Worker 3: Generation 542 with best=0 fitness=0
Worker 2: Generation 542 with best=0 fitness=0
Worker 1: Generation 543 with best=0 fitness=0
Worker 0: Generation 543 with best=0 fitness=0
Worker 3: Generation 543 with best=0 fitness=0
Worker 2: Generation 543 with best=0 fitness=0
Worker 1: Generation 544 with best=0 fitness=0
Worker 0: Generation 544 with best=0 fitness=0
Worker 2: Generation 544 with best=0 fitness=0
Worker 3: Generation 544 with best=0 fitness=0
Worker 1: Generation 545 with best=0 fitness=0
Worker 0: Generation 545 with best=0 fitness=0
Worker 3: Generation 545 with best=0 fitness=0
Worker 2: Generation 545 with best=0 fitness=0
Worker 1: Generation 546 with best=0 fitness=0
Worker 0: Generation 546 with best=0 fitness=0
Worker 3: Generation 546 with best=0 fitness=0
Worker 2: Generation 546 with best=0 fitness=0
Worker 1: Generation 547 with best=0 fitness=0
Worker 0: Generation 547 with best=0 fitness=0
Worker 3: Generation 547 with best=0 fitness=0
Worker 2: Generation 547 with best=0 fitness=0
Worker 1: Generation 548 with best=0 fitness=0
Worker 0: Generation 548 with best=0 fitness=0
Worker 3: Generation 548 with best=0 fitness=0
Worker 2: Generation 548 with best=0 fitness=0
Worker 1: Generation 549 with best=0 fitness=0
Worker 0: Generation 549 with best=0 fitness=0
Worker 3: Generation 549 with best=0 fitness=0
Worker 2: Generation 549 with best=0 fitness=0
Worker 1: Generation 550 with best=0 fitness=0
Worker 0: Generation 550 with best=0 fitness=0
Worker 3: Generation 550 with best=0 fitness=0
Worker 2: Generation 550 with best=0 fitness=0
Worker 1: Generation 551 with best=0 fitness=0
Worker 0: Generation 551 with best=0 fitness=0
Worker 2: Generation 551 with best=0 fitness=0
Worker 3: Generation 551 with best=0 fitness=0
Worker 1: Generation 552 with best=0 fitness=0
Worker 0: Generation 552 with best=0 fitness=0
Worker 2: Generation 552 with best=0 fitness=0
Worker 3: Generation 552 with best=0 fitness=0
Worker 1: Generation 553 with best=0 fitness=0
Worker 0: Generation 553 with best=0 fitness=0
Worker 2: Generation 553 with best=0 fitness=0
Worker 3: Generation 553 with best=0 fitness=0
Worker 1: Generation 554 with best=0 fitness=0
Worker 0: Generation 554 with best=0 fitness=0
Worker 2: Generation 554 with best=0 fitness=0
Worker 3: Generation 554 with best=0 fitness=0
Worker 1: Generation 555 with best=0 fitness=0
Worker 0: Generation 555 with best=0 fitness=0
Worker 3: Generation 555 with best=0 fitness=0
Worker 2: Generation 555 with best=0 fitness=0
Worker 1: Generation 556 with best=0 fitness=0
Worker 0: Generation 556 with best=0 fitness=0
Worker 3: Generation 556 with best=0 fitness=0
Worker 2: Generation 556 with best=0 fitness=0
Worker 1: Generation 557 with best=0 fitness=0
Worker 0: Generation 557 with best=0 fitness=0
Worker 3: Generation 557 with best=0 fitness=0
Worker 2: Generation 557 with best=0 fitness=0
Worker 1: Generation 558 with best=0 fitness=0
Worker 0: Generation 558 with best=0 fitness=0
Worker 3: Generation 558 with best=0 fitness=0
Worker 2: Generation 558 with best=0 fitness=0
Worker 1: Generation 559 with best=0 fitness=0
Worker 0: Generation 559 with best=0 fitness=0
Worker 3: Generation 559 with best=0 fitness=0
Worker 2: Generation 559 with best=0 fitness=0
Worker 1: Generation 560 with best=0 fitness=0
Worker 0: Generation 560 with best=0 fitness=0
Worker 3: Generation 560 with best=0 fitness=0
Worker 2: Generation 560 with best=0 fitness=0
Worker 1: Generation 561 with best=0 fitness=0
Worker 0: Generation 561 with best=0 fitness=0
Worker 3: Generation 561 with best=0 fitness=0
Worker 2: Generation 561 with best=0 fitness=0
Worker 1: Generation 562 with best=0 fitness=0
Worker 0: Generation 562 with best=0 fitness=0
Worker 3: Generation 562 with best=0 fitness=0
Worker 2: Generation 562 with best=0 fitness=0
Worker 1: Generation 563 with best=0 fitness=0
Worker 0: Generation 563 with best=0 fitness=0
Worker 3: Generation 563 with best=0 fitness=0
Worker 2: Generation 563 with best=0 fitness=0
Worker 1: Generation 564 with best=0 fitness=0
Worker 0: Generation 564 with best=0 fitness=0
Worker 3: Generation 564 with best=0 fitness=0
Worker 2: Generation 564 with best=0 fitness=0
Worker 1: Generation 565 with best=0 fitness=0
Worker 0: Generation 565 with best=0 fitness=0
Worker 3: Generation 565 with best=0 fitness=0
Worker 2: Generation 565 with best=0 fitness=0
Worker 1: Generation 566 with best=0 fitness=0
Worker 0: Generation 566 with best=0 fitness=0
Worker 2: Generation 566 with best=0 fitness=0
Worker 3: Generation 566 with best=0 fitness=0
Worker 1: Generation 567 with best=0 fitness=0
Worker 0: Generation 567 with best=0 fitness=0
Worker 3: Generation 567 with best=0 fitness=0
Worker 2: Generation 567 with best=0 fitness=0
Worker 1: Generation 568 with best=0 fitness=0
Worker 0: Generation 568 with best=0 fitness=0
Worker 2: Generation 568 with best=0 fitness=0
Worker 3: Generation 568 with best=0 fitness=0
Worker 1: Generation 569 with best=0 fitness=0
Worker 0: Generation 569 with best=0 fitness=0
Worker 3: Generation 569 with best=0 fitness=0
Worker 2: Generation 569 with best=0 fitness=0
Worker 1: Generation 570 with best=0 fitness=0
Worker 0: Generation 570 with best=0 fitness=0
Worker 3: Generation 570 with best=0 fitness=0
Worker 2: Generation 570 with best=0 fitness=0
Worker 1: Generation 571 with best=0 fitness=0
Worker 0: Generation 571 with best=0 fitness=0
Worker 3: Generation 571 with best=0 fitness=0
Worker 2: Generation 571 with best=0 fitness=0
Worker 1: Generation 572 with best=0 fitness=0
Worker 0: Generation 572 with best=0 fitness=0
Worker 3: Generation 572 with best=0 fitness=0
Worker 2: Generation 572 with best=0 fitness=0
Worker 1: Generation 573 with best=0 fitness=0
Worker 0: Generation 573 with best=0 fitness=0
Worker 2: Generation 573 with best=0 fitness=0
Worker 3: Generation 573 with best=0 fitness=0
Worker 1: Generation 574 with best=0 fitness=0
Worker 0: Generation 574 with best=0 fitness=0
Worker 3: Generation 574 with best=0 fitness=0
Worker 2: Generation 574 with best=0 fitness=0
Worker 1: Generation 575 with best=0 fitness=0
Worker 0: Generation 575 with best=0 fitness=0
Worker 3: Generation 575 with best=0 fitness=0
Worker 2: Generation 575 with best=0 fitness=0
Worker 1: Generation 576 with best=0 fitness=0
Worker 0: Generation 576 with best=0 fitness=0
Worker 2: Generation 576 with best=0 fitness=0
Worker 3: Generation 576 with best=0 fitness=0
Worker 1: Generation 577 with best=0 fitness=0
Worker 0: Generation 577 with best=0 fitness=0
Worker 3: Generation 577 with best=0 fitness=0
Worker 2: Generation 577 with best=0 fitness=0
Worker 1: Generation 578 with best=0 fitness=0
Worker 0: Generation 578 with best=0 fitness=0
Worker 2: Generation 578 with best=0 fitness=0
Worker 3: Generation 578 with best=0 fitness=0
Worker 1: Generation 579 with best=0 fitness=0
Worker 0: Generation 579 with best=0 fitness=0
Worker 3: Generation 579 with best=0 fitness=0
Worker 2: Generation 579 with best=0 fitness=0
Worker 1: Generation 580 with best=0 fitness=0
Worker 0: Generation 580 with best=0 fitness=0
Worker 2: Generation 580 with best=0 fitness=0
Worker 3: Generation 580 with best=0 fitness=0
Worker 1: Generation 581 with best=0 fitness=0
Worker 0: Generation 581 with best=0 fitness=0
Worker 2: Generation 581 with best=0 fitness=0
Worker 3: Generation 581 with best=0 fitness=0
Worker 1: Generation 582 with best=0 fitness=0
Worker 0: Generation 582 with best=0 fitness=0
Worker 3: Generation 582 with best=0 fitness=0
Worker 2: Generation 582 with best=0 fitness=0
Worker 1: Generation 583 with best=0 fitness=0
Worker 0: Generation 583 with best=0 fitness=0
Worker 3: Generation 583 with best=0 fitness=0
Worker 2: Generation 583 with best=0 fitness=0
Worker 1: Generation 584 with best=0 fitness=0
Worker 0: Generation 584 with best=0 fitness=0
Worker 3: Generation 584 with best=0 fitness=0
Worker 2: Generation 584 with best=0 fitness=0
Worker 1: Generation 585 with best=0 fitness=0
Worker 0: Generation 585 with best=0 fitness=0
Worker 2: Generation 585 with best=0 fitness=0
Worker 3: Generation 585 with best=0 fitness=0
Worker 1: Generation 586 with best=0 fitness=0
Worker 0: Generation 586 with best=0 fitness=0
Worker 3: Generation 586 with best=0 fitness=0
Worker 2: Generation 586 with best=0 fitness=0
Worker 1: Generation 587 with best=0 fitness=0
Worker 0: Generation 587 with best=0 fitness=0
Worker 3: Generation 587 with best=0 fitness=0
Worker 2: Generation 587 with best=0 fitness=0
Worker 1: Generation 588 with best=0 fitness=0
Worker 0: Generation 588 with best=0 fitness=0
Worker 3: Generation 588 with best=0 fitness=0
Worker 2: Generation 588 with best=0 fitness=0
Worker 1: Generation 589 with best=0 fitness=0
Worker 0: Generation 589 with best=0 fitness=0
Worker 3: Generation 589 with best=0 fitness=0
Worker 2: Generation 589 with best=0 fitness=0
Worker 1: Generation 590 with best=0 fitness=0
Worker 0: Generation 590 with best=0 fitness=0
Worker 3: Generation 590 with best=0 fitness=0
Worker 2: Generation 590 with best=0 fitness=0
Worker 1: Generation 591 with best=0 fitness=0
Worker 0: Generation 591 with best=0 fitness=0
Worker 2: Generation 591 with best=0 fitness=0
Worker 3: Generation 591 with best=0 fitness=0
Worker 1: Generation 592 with best=0 fitness=0
Worker 0: Generation 592 with best=0 fitness=0
Worker 2: Generation 592 with best=0 fitness=0
Worker 3: Generation 592 with best=0 fitness=0
Worker 1: Generation 593 with best=0 fitness=0
Worker 0: Generation 593 with best=0 fitness=0
Worker 3: Generation 593 with best=0 fitness=0
Worker 2: Generation 593 with best=0 fitness=0
Worker 1: Generation 594 with best=0 fitness=0
Worker 0: Generation 594 with best=0 fitness=0
Worker 3: Generation 594 with best=0 fitness=0
Worker 2: Generation 594 with best=0 fitness=0
Worker 1: Generation 595 with best=0 fitness=0
Worker 0: Generation 595 with best=0 fitness=0
Worker 3: Generation 595 with best=0 fitness=0
Worker 2: Generation 595 with best=0 fitness=0
Worker 1: Generation 596 with best=0 fitness=0
Worker 0: Generation 596 with best=0 fitness=0
Worker 2: Generation 596 with best=0 fitness=0
Worker 3: Generation 596 with best=0 fitness=0
Worker 1: Generation 597 with best=0 fitness=0
Worker 0: Generation 597 with best=0 fitness=0
Worker 2: Generation 597 with best=0 fitness=0
Worker 3: Generation 597 with best=0 fitness=0
Worker 1: Generation 598 with best=0 fitness=0
Worker 0: Generation 598 with best=0 fitness=0
Worker 3: Generation 598 with best=0 fitness=0
Worker 2: Generation 598 with best=0 fitness=0
Worker 1: Generation 599 with best=0 fitness=0
Worker 0: Generation 599 with best=0 fitness=0
Worker 3: Generation 599 with best=0 fitness=0
Worker 2: Generation 599 with best=0 fitness=0
Worker 1: Generation 600 with best=0 fitness=0
Worker 0: Generation 600 with best=0 fitness=0
Worker 3: Generation 600 with best=0 fitness=0
Worker 2: Generation 600 with best=0 fitness=0
Worker 1: Generation 601 with best=0 fitness=0
Worker 0: Generation 601 with best=0 fitness=0
Worker 2: Generation 601 with best=0 fitness=0
Worker 3: Generation 601 with best=0 fitness=0
Worker 1: Generation 602 with best=0 fitness=0
Worker 0: Generation 602 with best=0 fitness=0
Worker 2: Generation 602 with best=0 fitness=0
Worker 3: Generation 602 with best=0 fitness=0
Worker 1: Generation 603 with best=0 fitness=0
Worker 0: Generation 603 with best=0 fitness=0
Worker 2: Generation 603 with best=0 fitness=0
Worker 3: Generation 603 with best=0 fitness=0
Worker 1: Generation 604 with best=0 fitness=0
Worker 0: Generation 604 with best=0 fitness=0
Worker 3: Generation 604 with best=0 fitness=0
Worker 2: Generation 604 with best=0 fitness=0
Worker 1: Generation 605 with best=0 fitness=0
Worker 0: Generation 605 with best=0 fitness=0
Worker 3: Generation 605 with best=0 fitness=0
Worker 2: Generation 605 with best=0 fitness=0
Worker 1: Generation 606 with best=0 fitness=0
Worker 0: Generation 606 with best=0 fitness=0
Worker 3: Generation 606 with best=0 fitness=0
Worker 2: Generation 606 with best=0 fitness=0
Worker 1: Generation 607 with best=0 fitness=0
Worker 0: Generation 607 with best=0 fitness=0
Worker 3: Generation 607 with best=0 fitness=0
Worker 2: Generation 607 with best=0 fitness=0
Worker 1: Generation 608 with best=0 fitness=0
Worker 0: Generation 608 with best=0 fitness=0
Worker 2: Generation 608 with best=0 fitness=0
Worker 3: Generation 608 with best=0 fitness=0
Worker 1: Generation 609 with best=0 fitness=0
Worker 0: Generation 609 with best=0 fitness=0
Worker 3: Generation 609 with best=0 fitness=0
Worker 2: Generation 609 with best=0 fitness=0
Worker 1: Generation 610 with best=0 fitness=0
Worker 0: Generation 610 with best=0 fitness=0
Worker 2: Generation 610 with best=0 fitness=0
Worker 3: Generation 610 with best=0 fitness=0
Worker 1: Generation 611 with best=0 fitness=0
Worker 0: Generation 611 with best=0 fitness=0
Worker 2: Generation 611 with best=0 fitness=0
Worker 3: Generation 611 with best=0 fitness=0
Worker 1: Generation 612 with best=0 fitness=0
Worker 0: Generation 612 with best=0 fitness=0
Worker 3: Generation 612 with best=0 fitness=0
Worker 2: Generation 612 with best=0 fitness=0
Worker 1: Generation 613 with best=0 fitness=0
Worker 0: Generation 613 with best=0 fitness=0
Worker 3: Generation 613 with best=0 fitness=0
Worker 2: Generation 613 with best=0 fitness=0
Worker 1: Generation 614 with best=0 fitness=0
Worker 0: Generation 614 with best=0 fitness=0
Worker 2: Generation 614 with best=0 fitness=0
Worker 3: Generation 614 with best=0 fitness=0
Worker 1: Generation 615 with best=0 fitness=0
Worker 0: Generation 615 with best=0 fitness=0
Worker 3: Generation 615 with best=0 fitness=0
Worker 2: Generation 615 with best=0 fitness=0
Worker 1: Generation 616 with best=0 fitness=0
Worker 0: Generation 616 with best=0 fitness=0
Worker 3: Generation 616 with best=0 fitness=0
Worker 2: Generation 616 with best=0 fitness=0
Worker 1: Generation 617 with best=0 fitness=0
Worker 0: Generation 617 with best=0 fitness=0
Worker 2: Generation 617 with best=0 fitness=0
Worker 3: Generation 617 with best=0 fitness=0
Worker 1: Generation 618 with best=0 fitness=0
Worker 0: Generation 618 with best=0 fitness=0
Worker 3: Generation 618 with best=0 fitness=0
Worker 2: Generation 618 with best=0 fitness=0
Worker 1: Generation 619 with best=0 fitness=0
Worker 0: Generation 619 with best=0 fitness=0
Worker 3: Generation 619 with best=0 fitness=0
Worker 2: Generation 619 with best=0 fitness=0
Worker 1: Generation 620 with best=0 fitness=0
Worker 0: Generation 620 with best=0 fitness=0
Worker 3: Generation 620 with best=0 fitness=0
Worker 2: Generation 620 with best=0 fitness=0
Worker 1: Generation 621 with best=0 fitness=0
Worker 0: Generation 621 with best=0 fitness=0
Worker 2: Generation 621 with best=0 fitness=0
Worker 3: Generation 621 with best=0 fitness=0
Worker 1: Generation 622 with best=0 fitness=0
Worker 0: Generation 622 with best=0 fitness=0
Worker 3: Generation 622 with best=0 fitness=0
Worker 2: Generation 622 with best=0 fitness=0
Worker 1: Generation 623 with best=0 fitness=0
Worker 0: Generation 623 with best=0 fitness=0
Worker 3: Generation 623 with best=0 fitness=0
Worker 2: Generation 623 with best=0 fitness=0
Worker 1: Generation 624 with best=0 fitness=0
Worker 0: Generation 624 with best=0 fitness=0
Worker 2: Generation 624 with best=0 fitness=0
Worker 3: Generation 624 with best=0 fitness=0
Worker 1: Generation 625 with best=0 fitness=0
Worker 0: Generation 625 with best=0 fitness=0
Worker 3: Generation 625 with best=0 fitness=0
Worker 2: Generation 625 with best=0 fitness=0
Worker 1: Generation 626 with best=0 fitness=0
Worker 0: Generation 626 with best=0 fitness=0
Worker 3: Generation 626 with best=0 fitness=0
Worker 2: Generation 626 with best=0 fitness=0
Worker 1: Generation 627 with best=0 fitness=0
Worker 0: Generation 627 with best=0 fitness=0
Worker 3: Generation 627 with best=0 fitness=0
Worker 2: Generation 627 with best=0 fitness=0
Worker 1: Generation 628 with best=0 fitness=0
Worker 0: Generation 628 with best=0 fitness=0
Worker 3: Generation 628 with best=0 fitness=0
Worker 2: Generation 628 with best=0 fitness=0
Worker 1: Generation 629 with best=0 fitness=0
Worker 0: Generation 629 with best=0 fitness=0
Worker 3: Generation 629 with best=0 fitness=0
Worker 2: Generation 629 with best=0 fitness=0
Worker 1: Generation 630 with best=0 fitness=0
Worker 0: Generation 630 with best=0 fitness=0
Worker 2: Generation 630 with best=0 fitness=0
Worker 3: Generation 630 with best=0 fitness=0
Worker 1: Generation 631 with best=0 fitness=0
Worker 0: Generation 631 with best=0 fitness=0
Worker 3: Generation 631 with best=0 fitness=0
Worker 2: Generation 631 with best=0 fitness=0
Worker 1: Generation 632 with best=0 fitness=0
Worker 0: Generation 632 with best=0 fitness=0
Worker 3: Generation 632 with best=0 fitness=0
Worker 2: Generation 632 with best=0 fitness=0
Worker 1: Generation 633 with best=0 fitness=0
Worker 0: Generation 633 with best=0 fitness=0
Worker 2: Generation 633 with best=0 fitness=0
Worker 3: Generation 633 with best=0 fitness=0
Worker 1: Generation 634 with best=0 fitness=0
Worker 0: Generation 634 with best=0 fitness=0
Worker 2: Generation 634 with best=0 fitness=0
Worker 3: Generation 634 with best=0 fitness=0
Worker 1: Generation 635 with best=0 fitness=0
Worker 0: Generation 635 with best=0 fitness=0
Worker 3: Generation 635 with best=0 fitness=0
Worker 2: Generation 635 with best=0 fitness=0
Worker 1: Generation 636 with best=0 fitness=0
Worker 0: Generation 636 with best=0 fitness=0
Worker 3: Generation 636 with best=0 fitness=0
Worker 2: Generation 636 with best=0 fitness=0
Worker 1: Generation 637 with best=0 fitness=0
Worker 0: Generation 637 with best=0 fitness=0
Worker 2: Generation 637 with best=0 fitness=0
Worker 3: Generation 637 with best=0 fitness=0
Worker 1: Generation 638 with best=0 fitness=0
Worker 0: Generation 638 with best=0 fitness=0
Worker 3: Generation 638 with best=0 fitness=0
Worker 2: Generation 638 with best=0 fitness=0
Worker 1: Generation 639 with best=0 fitness=0
Worker 0: Generation 639 with best=0 fitness=0
Worker 3: Generation 639 with best=0 fitness=0
Worker 2: Generation 639 with best=0 fitness=0
Worker 1: Generation 640 with best=0 fitness=0
Worker 0: Generation 640 with best=0 fitness=0
Worker 3: Generation 640 with best=0 fitness=0
Worker 2: Generation 640 with best=0 fitness=0
Worker 1: Generation 641 with best=0 fitness=0
Worker 0: Generation 641 with best=0 fitness=0
Worker 3: Generation 641 with best=0 fitness=0
Worker 2: Generation 641 with best=0 fitness=0
Worker 1: Generation 642 with best=0 fitness=0
Worker 0: Generation 642 with best=0 fitness=0
Worker 2: Generation 642 with best=0 fitness=0
Worker 3: Generation 642 with best=0 fitness=0
Worker 1: Generation 643 with best=0 fitness=0
Worker 0: Generation 643 with best=0 fitness=0
Worker 3: Generation 643 with best=0 fitness=0
Worker 2: Generation 643 with best=0 fitness=0
Worker 1: Generation 644 with best=0 fitness=0
Worker 0: Generation 644 with best=0 fitness=0
Worker 2: Generation 644 with best=0 fitness=0
Worker 3: Generation 644 with best=0 fitness=0
Worker 1: Generation 645 with best=0 fitness=0
Worker 0: Generation 645 with best=0 fitness=0
Worker 2: Generation 645 with best=0 fitness=0
Worker 3: Generation 645 with best=0 fitness=0
Worker 1: Generation 646 with best=0 fitness=0
Worker 0: Generation 646 with best=0 fitness=0
Worker 3: Generation 646 with best=0 fitness=0
Worker 2: Generation 646 with best=0 fitness=0
Worker 1: Generation 647 with best=0 fitness=0
Worker 0: Generation 647 with best=0 fitness=0
Worker 3: Generation 647 with best=0 fitness=0
Worker 2: Generation 647 with best=0 fitness=0
Worker 1: Generation 648 with best=0 fitness=0
Worker 0: Generation 648 with best=0 fitness=0
Worker 2: Generation 648 with best=0 fitness=0
Worker 3: Generation 648 with best=0 fitness=0
Worker 1: Generation 649 with best=0 fitness=0
Worker 0: Generation 649 with best=0 fitness=0
Worker 3: Generation 649 with best=0 fitness=0
Worker 2: Generation 649 with best=0 fitness=0
Worker 1: Generation 650 with best=0 fitness=0
Worker 0: Generation 650 with best=0 fitness=0
Worker 2: Generation 650 with best=0 fitness=0
Worker 3: Generation 650 with best=0 fitness=0
Worker 1: Generation 651 with best=0 fitness=0
Worker 0: Generation 651 with best=0 fitness=0
Worker 3: Generation 651 with best=0 fitness=0
Worker 2: Generation 651 with best=0 fitness=0
Worker 1: Generation 652 with best=0 fitness=0
Worker 0: Generation 652 with best=0 fitness=0
