Lmod has detected the following error: The following module(s) could not be
loaded: "openmpi/4.0.3"

Please check the spelling or version number. Also try "module spider ..."

It is also possible that the module is not available for this node type.
See https://docs.icer.msu.edu/available_software/overview/ for details. 


Compiling reverseGOL-mpi.c...
Running MPI program with 4 tasks...
Worker 2: Generation 248 with best=0 fitness=0
Worker 3: Generation 248 with best=0 fitness=0
Worker 1: Generation 249 with best=0 fitness=0
Worker 0: Generation 249 with best=0 fitness=0
Worker 2: Generation 249 with best=0 fitness=0
Worker 3: Generation 249 with best=0 fitness=0
Worker 1: Generation 250 with best=0 fitness=0
Worker 0: Generation 250 with best=0 fitness=0
Worker 3: Generation 250 with best=0 fitness=0
Worker 2: Generation 250 with best=0 fitness=0
Worker 1: Generation 251 with best=0 fitness=0
Worker 0: Generation 251 with best=0 fitness=0
Worker 2: Generation 251 with best=0 fitness=0
Worker 3: Generation 251 with best=0 fitness=0
Worker 1: Generation 252 with best=0 fitness=0
Worker 0: Generation 252 with best=0 fitness=0
Worker 2: Generation 252 with best=0 fitness=0
Worker 3: Generation 252 with best=0 fitness=0
Worker 1: Generation 253 with best=0 fitness=0
Worker 0: Generation 253 with best=0 fitness=0
Worker 3: Generation 253 with best=0 fitness=0
Worker 2: Generation 253 with best=0 fitness=0
Worker 1: Generation 254 with best=0 fitness=0
Worker 0: Generation 254 with best=0 fitness=0
Worker 3: Generation 254 with best=0 fitness=0
Worker 2: Generation 254 with best=0 fitness=0
Worker 1: Generation 255 with best=0 fitness=0
Worker 0: Generation 255 with best=0 fitness=0
Worker 2: Generation 255 with best=0 fitness=0
Worker 3: Generation 255 with best=0 fitness=0
Worker 1: Generation 256 with best=0 fitness=0
Worker 0: Generation 256 with best=0 fitness=0
Worker 3: Generation 256 with best=0 fitness=0
Worker 2: Generation 256 with best=0 fitness=0
Worker 1: Generation 257 with best=0 fitness=0
Worker 0: Generation 257 with best=0 fitness=0
Worker 2: Generation 257 with best=0 fitness=0
Worker 3: Generation 257 with best=0 fitness=0
Worker 1: Generation 258 with best=0 fitness=0
Worker 0: Generation 258 with best=0 fitness=0
Worker 2: Generation 258 with best=0 fitness=0
Worker 3: Generation 258 with best=0 fitness=0
Worker 1: Generation 259 with best=0 fitness=0
Worker 0: Generation 259 with best=0 fitness=0
Worker 2: Generation 259 with best=0 fitness=0
Worker 3: Generation 259 with best=0 fitness=0
Worker 1: Generation 260 with best=0 fitness=0
Worker 0: Generation 260 with best=0 fitness=0
Worker 2: Generation 260 with best=0 fitness=0
Worker 3: Generation 260 with best=0 fitness=0
Worker 1: Generation 261 with best=0 fitness=0
Worker 0: Generation 261 with best=0 fitness=0
Worker 3: Generation 261 with best=0 fitness=0
Worker 2: Generation 261 with best=0 fitness=0
Worker 1: Generation 262 with best=0 fitness=0
Worker 0: Generation 262 with best=0 fitness=0
Worker 3: Generation 262 with best=0 fitness=0
Worker 2: Generation 262 with best=0 fitness=0
Worker 1: Generation 263 with best=0 fitness=0
Worker 0: Generation 263 with best=0 fitness=0
Worker 3: Generation 263 with best=0 fitness=0
Worker 2: Generation 263 with best=0 fitness=0
Worker 1: Generation 264 with best=0 fitness=0
Worker 0: Generation 264 with best=0 fitness=0
Worker 3: Generation 264 with best=0 fitness=0
Worker 2: Generation 264 with best=0 fitness=0
Worker 1: Generation 265 with best=0 fitness=0
Worker 0: Generation 265 with best=0 fitness=0
Worker 3: Generation 265 with best=0 fitness=0
Worker 2: Generation 265 with best=0 fitness=0
Worker 1: Generation 266 with best=0 fitness=0
Worker 0: Generation 266 with best=0 fitness=0
Worker 2: Generation 266 with best=0 fitness=0
Worker 3: Generation 266 with best=0 fitness=0
Worker 1: Generation 267 with best=0 fitness=0
Worker 0: Generation 267 with best=0 fitness=0
Worker 3: Generation 267 with best=0 fitness=0
Worker 2: Generation 267 with best=0 fitness=0
Worker 1: Generation 268 with best=0 fitness=0
Worker 0: Generation 268 with best=0 fitness=0
Worker 2: Generation 268 with best=0 fitness=0
Worker 3: Generation 268 with best=0 fitness=0
Worker 1: Generation 269 with best=0 fitness=0
Worker 0: Generation 269 with best=0 fitness=0
Worker 3: Generation 269 with best=0 fitness=0
Worker 2: Generation 269 with best=0 fitness=0
Worker 1: Generation 270 with best=0 fitness=0
Worker 0: Generation 270 with best=0 fitness=0
Worker 2: Generation 270 with best=0 fitness=0
Worker 3: Generation 270 with best=0 fitness=0
Worker 1: Generation 271 with best=0 fitness=0
Worker 0: Generation 271 with best=0 fitness=0
Worker 3: Generation 271 with best=0 fitness=0
Worker 2: Generation 271 with best=0 fitness=0
Worker 1: Generation 272 with best=0 fitness=0
Worker 0: Generation 272 with best=0 fitness=0
Worker 2: Generation 272 with best=0 fitness=0
Worker 3: Generation 272 with best=0 fitness=0
Worker 1: Generation 273 with best=0 fitness=0
Worker 0: Generation 273 with best=0 fitness=0
Worker 3: Generation 273 with best=0 fitness=0
Worker 2: Generation 273 with best=0 fitness=0
Worker 1: Generation 274 with best=0 fitness=0
Worker 0: Generation 274 with best=0 fitness=0
Worker 2: Generation 274 with best=0 fitness=0
Worker 3: Generation 274 with best=0 fitness=0
Worker 1: Generation 275 with best=0 fitness=0
Worker 0: Generation 275 with best=0 fitness=0
Worker 3: Generation 275 with best=0 fitness=0
Worker 2: Generation 275 with best=0 fitness=0
Worker 1: Generation 276 with best=0 fitness=0
Worker 0: Generation 276 with best=0 fitness=0
Worker 2: Generation 276 with best=0 fitness=0
Worker 3: Generation 276 with best=0 fitness=0
Worker 1: Generation 277 with best=0 fitness=0
Worker 0: Generation 277 with best=0 fitness=0
Worker 2: Generation 277 with best=0 fitness=0
Worker 3: Generation 277 with best=0 fitness=0
Worker 1: Generation 278 with best=0 fitness=0
Worker 0: Generation 278 with best=0 fitness=0
Worker 3: Generation 278 with best=0 fitness=0
Worker 2: Generation 278 with best=0 fitness=0
Worker 1: Generation 279 with best=0 fitness=0
Worker 0: Generation 279 with best=0 fitness=0
Worker 3: Generation 279 with best=0 fitness=0
Worker 2: Generation 279 with best=0 fitness=0
Worker 1: Generation 280 with best=0 fitness=0
Worker 0: Generation 280 with best=0 fitness=0
Worker 2: Generation 280 with best=0 fitness=0
Worker 3: Generation 280 with best=0 fitness=0
Worker 1: Generation 281 with best=0 fitness=0
Worker 0: Generation 281 with best=0 fitness=0
Worker 2: Generation 281 with best=0 fitness=0
Worker 3: Generation 281 with best=0 fitness=0
Worker 1: Generation 282 with best=0 fitness=0
Worker 0: Generation 282 with best=0 fitness=0
Worker 3: Generation 282 with best=0 fitness=0
Worker 2: Generation 282 with best=0 fitness=0
Worker 1: Generation 283 with best=0 fitness=0
Worker 0: Generation 283 with best=0 fitness=0
Worker 2: Generation 283 with best=0 fitness=0
Worker 3: Generation 283 with best=0 fitness=0
Worker 1: Generation 284 with best=0 fitness=0
Worker 0: Generation 284 with best=0 fitness=0
Worker 3: Generation 284 with best=0 fitness=0
Worker 2: Generation 284 with best=0 fitness=0
Worker 1: Generation 285 with best=0 fitness=0
Worker 0: Generation 285 with best=0 fitness=0
Worker 3: Generation 285 with best=0 fitness=0
Worker 2: Generation 285 with best=0 fitness=0
Worker 1: Generation 286 with best=0 fitness=0
Worker 0: Generation 286 with best=0 fitness=0
Worker 2: Generation 286 with best=0 fitness=0
Worker 3: Generation 286 with best=0 fitness=0
Worker 1: Generation 287 with best=0 fitness=0
Worker 0: Generation 287 with best=0 fitness=0
Worker 2: Generation 287 with best=0 fitness=0
Worker 3: Generation 287 with best=0 fitness=0
Worker 1: Generation 288 with best=0 fitness=0
Worker 0: Generation 288 with best=0 fitness=0
Worker 3: Generation 288 with best=0 fitness=0
Worker 2: Generation 288 with best=0 fitness=0
Worker 1: Generation 289 with best=0 fitness=0
Worker 0: Generation 289 with best=0 fitness=0
Worker 3: Generation 289 with best=0 fitness=0
Worker 2: Generation 289 with best=0 fitness=0
Worker 1: Generation 290 with best=0 fitness=0
Worker 0: Generation 290 with best=0 fitness=0
Worker 2: Generation 290 with best=0 fitness=0
Worker 3: Generation 290 with best=0 fitness=0
Worker 1: Generation 291 with best=0 fitness=0
Worker 0: Generation 291 with best=0 fitness=0
Worker 2: Generation 291 with best=0 fitness=0
Worker 3: Generation 291 with best=0 fitness=0
Worker 1: Generation 292 with best=0 fitness=0
Worker 0: Generation 292 with best=0 fitness=0
Worker 3: Generation 292 with best=0 fitness=0
Worker 2: Generation 292 with best=0 fitness=0
Worker 1: Generation 293 with best=0 fitness=0
Worker 0: Generation 293 with best=0 fitness=0
Worker 3: Generation 293 with best=0 fitness=0
Worker 2: Generation 293 with best=0 fitness=0
Worker 1: Generation 294 with best=0 fitness=0
Worker 0: Generation 294 with best=0 fitness=0
Worker 2: Generation 294 with best=0 fitness=0
Worker 3: Generation 294 with best=0 fitness=0
Worker 1: Generation 295 with best=0 fitness=0
Worker 0: Generation 295 with best=0 fitness=0
Worker 3: Generation 295 with best=0 fitness=0
Worker 2: Generation 295 with best=0 fitness=0
Worker 1: Generation 296 with best=0 fitness=0
Worker 0: Generation 296 with best=0 fitness=0
Worker 3: Generation 296 with best=0 fitness=0
Worker 2: Generation 296 with best=0 fitness=0
Worker 1: Generation 297 with best=0 fitness=0
Worker 0: Generation 297 with best=0 fitness=0
Worker 3: Generation 297 with best=0 fitness=0
Worker 2: Generation 297 with best=0 fitness=0
Worker 1: Generation 298 with best=0 fitness=0
Worker 0: Generation 298 with best=0 fitness=0
Worker 3: Generation 298 with best=0 fitness=0
Worker 2: Generation 298 with best=0 fitness=0
Worker 1: Generation 299 with best=0 fitness=0
Worker 0: Generation 299 with best=0 fitness=0
Worker 2: Generation 299 with best=0 fitness=0
Worker 3: Generation 299 with best=0 fitness=0
Worker 1: Generation 300 with best=0 fitness=0
Worker 0: Generation 300 with best=0 fitness=0
Worker 2: Generation 300 with best=0 fitness=0
Worker 3: Generation 300 with best=0 fitness=0
Worker 1: Generation 301 with best=0 fitness=0
Worker 0: Generation 301 with best=0 fitness=0
Worker 3: Generation 301 with best=0 fitness=0
Worker 2: Generation 301 with best=0 fitness=0
Worker 1: Generation 302 with best=0 fitness=0
Worker 0: Generation 302 with best=0 fitness=0
Worker 3: Generation 302 with best=0 fitness=0
Worker 2: Generation 302 with best=0 fitness=0
Worker 1: Generation 303 with best=0 fitness=0
Worker 0: Generation 303 with best=0 fitness=0
Worker 3: Generation 303 with best=0 fitness=0
Worker 2: Generation 303 with best=0 fitness=0
Worker 1: Generation 304 with best=0 fitness=0
Worker 0: Generation 304 with best=0 fitness=0
Worker 2: Generation 304 with best=0 fitness=0
Worker 3: Generation 304 with best=0 fitness=0
Worker 1: Generation 305 with best=0 fitness=0
Worker 0: Generation 305 with best=0 fitness=0
Worker 3: Generation 305 with best=0 fitness=0
Worker 2: Generation 305 with best=0 fitness=0
Worker 1: Generation 306 with best=0 fitness=0
Worker 0: Generation 306 with best=0 fitness=0
Worker 3: Generation 306 with best=0 fitness=0
Worker 2: Generation 306 with best=0 fitness=0
Worker 1: Generation 307 with best=0 fitness=0
Worker 0: Generation 307 with best=0 fitness=0
Worker 2: Generation 307 with best=0 fitness=0
Worker 3: Generation 307 with best=0 fitness=0
Worker 1: Generation 308 with best=0 fitness=0
Worker 0: Generation 308 with best=0 fitness=0
Worker 3: Generation 308 with best=0 fitness=0
Worker 2: Generation 308 with best=0 fitness=0
Worker 1: Generation 309 with best=0 fitness=0
Worker 0: Generation 309 with best=0 fitness=0
Worker 3: Generation 309 with best=0 fitness=0
Worker 2: Generation 309 with best=0 fitness=0
Worker 1: Generation 310 with best=0 fitness=0
Worker 0: Generation 310 with best=0 fitness=0
Worker 2: Generation 310 with best=0 fitness=0
Worker 3: Generation 310 with best=0 fitness=0
Worker 1: Generation 311 with best=0 fitness=0
Worker 0: Generation 311 with best=0 fitness=0
Worker 3: Generation 311 with best=0 fitness=0
Worker 2: Generation 311 with best=0 fitness=0
Worker 1: Generation 312 with best=0 fitness=0
Worker 0: Generation 312 with best=0 fitness=0
Worker 3: Generation 312 with best=0 fitness=0
Worker 2: Generation 312 with best=0 fitness=0
Worker 1: Generation 313 with best=0 fitness=0
Worker 0: Generation 313 with best=0 fitness=0
Worker 3: Generation 313 with best=0 fitness=0
Worker 2: Generation 313 with best=0 fitness=0
Worker 1: Generation 314 with best=0 fitness=0
Worker 0: Generation 314 with best=0 fitness=0
Worker 3: Generation 314 with best=0 fitness=0
Worker 2: Generation 314 with best=0 fitness=0
Worker 1: Generation 315 with best=0 fitness=0
Worker 0: Generation 315 with best=0 fitness=0
Worker 3: Generation 315 with best=0 fitness=0
Worker 2: Generation 315 with best=0 fitness=0
Worker 1: Generation 316 with best=0 fitness=0
Worker 0: Generation 316 with best=0 fitness=0
Worker 3: Generation 316 with best=0 fitness=0
Worker 2: Generation 316 with best=0 fitness=0
Worker 1: Generation 317 with best=0 fitness=0
Worker 0: Generation 317 with best=0 fitness=0
Worker 2: Generation 317 with best=0 fitness=0
Worker 3: Generation 317 with best=0 fitness=0
Worker 1: Generation 318 with best=0 fitness=0
Worker 0: Generation 318 with best=0 fitness=0
Worker 3: Generation 318 with best=0 fitness=0
Worker 2: Generation 318 with best=0 fitness=0
Worker 1: Generation 319 with best=0 fitness=0
Worker 0: Generation 319 with best=0 fitness=0
Worker 3: Generation 319 with best=0 fitness=0
Worker 2: Generation 319 with best=0 fitness=0
Worker 1: Generation 320 with best=0 fitness=0
Worker 0: Generation 320 with best=0 fitness=0
Worker 3: Generation 320 with best=0 fitness=0
Worker 2: Generation 320 with best=0 fitness=0
Worker 1: Generation 321 with best=0 fitness=0
Worker 0: Generation 321 with best=0 fitness=0
Worker 3: Generation 321 with best=0 fitness=0
Worker 2: Generation 321 with best=0 fitness=0
Worker 1: Generation 322 with best=0 fitness=0
Worker 0: Generation 322 with best=0 fitness=0
Worker 3: Generation 322 with best=0 fitness=0
Worker 2: Generation 322 with best=0 fitness=0
Worker 1: Generation 323 with best=0 fitness=0
Worker 0: Generation 323 with best=0 fitness=0
Worker 2: Generation 323 with best=0 fitness=0
Worker 3: Generation 323 with best=0 fitness=0
Worker 1: Generation 324 with best=0 fitness=0
Worker 0: Generation 324 with best=0 fitness=0
Worker 3: Generation 324 with best=0 fitness=0
Worker 2: Generation 324 with best=0 fitness=0
Worker 1: Generation 325 with best=0 fitness=0
Worker 0: Generation 325 with best=0 fitness=0
Worker 2: Generation 325 with best=0 fitness=0
Worker 3: Generation 325 with best=0 fitness=0
Worker 1: Generation 326 with best=0 fitness=0
Worker 0: Generation 326 with best=0 fitness=0
Worker 2: Generation 326 with best=0 fitness=0
Worker 3: Generation 326 with best=0 fitness=0
Worker 1: Generation 327 with best=0 fitness=0
Worker 0: Generation 327 with best=0 fitness=0
Worker 3: Generation 327 with best=0 fitness=0
Worker 2: Generation 327 with best=0 fitness=0
Worker 1: Generation 328 with best=0 fitness=0
Worker 0: Generation 328 with best=0 fitness=0
Worker 3: Generation 328 with best=0 fitness=0
Worker 2: Generation 328 with best=0 fitness=0
Worker 1: Generation 329 with best=0 fitness=0
Worker 0: Generation 329 with best=0 fitness=0
Worker 3: Generation 329 with best=0 fitness=0
Worker 2: Generation 329 with best=0 fitness=0
Worker 1: Generation 330 with best=0 fitness=0
Worker 0: Generation 330 with best=0 fitness=0
Worker 2: Generation 330 with best=0 fitness=0
Worker 3: Generation 330 with best=0 fitness=0
Worker 1: Generation 331 with best=0 fitness=0
Worker 0: Generation 331 with best=0 fitness=0
Worker 2: Generation 331 with best=0 fitness=0
Worker 3: Generation 331 with best=0 fitness=0
Worker 1: Generation 332 with best=0 fitness=0
Worker 0: Generation 332 with best=0 fitness=0
Worker 3: Generation 332 with best=0 fitness=0
Worker 2: Generation 332 with best=0 fitness=0
Worker 1: Generation 333 with best=0 fitness=0
Worker 0: Generation 333 with best=0 fitness=0
Worker 2: Generation 333 with best=0 fitness=0
Worker 3: Generation 333 with best=0 fitness=0
Worker 1: Generation 334 with best=0 fitness=0
Worker 0: Generation 334 with best=0 fitness=0
Worker 2: Generation 334 with best=0 fitness=0
Worker 3: Generation 334 with best=0 fitness=0
Worker 1: Generation 335 with best=0 fitness=0
Worker 0: Generation 335 with best=0 fitness=0
Worker 3: Generation 335 with best=0 fitness=0
Worker 2: Generation 335 with best=0 fitness=0
Worker 1: Generation 336 with best=0 fitness=0
Worker 0: Generation 336 with best=0 fitness=0
Worker 2: Generation 336 with best=0 fitness=0
Worker 3: Generation 336 with best=0 fitness=0
Worker 1: Generation 337 with best=0 fitness=0
Worker 0: Generation 337 with best=0 fitness=0
Worker 3: Generation 337 with best=0 fitness=0
Worker 2: Generation 337 with best=0 fitness=0
Worker 1: Generation 338 with best=0 fitness=0
Worker 0: Generation 338 with best=0 fitness=0
Worker 2: Generation 338 with best=0 fitness=0
Worker 3: Generation 338 with best=0 fitness=0
Worker 1: Generation 339 with best=0 fitness=0
Worker 0: Generation 339 with best=0 fitness=0
Worker 2: Generation 339 with best=0 fitness=0
Worker 3: Generation 339 with best=0 fitness=0
Worker 1: Generation 340 with best=0 fitness=0
Worker 0: Generation 340 with best=0 fitness=0
Worker 3: Generation 340 with best=0 fitness=0
Worker 2: Generation 340 with best=0 fitness=0
Worker 1: Generation 341 with best=0 fitness=0
Worker 0: Generation 341 with best=0 fitness=0
Worker 3: Generation 341 with best=0 fitness=0
Worker 2: Generation 341 with best=0 fitness=0
Worker 1: Generation 342 with best=0 fitness=0
Worker 0: Generation 342 with best=0 fitness=0
Worker 2: Generation 342 with best=0 fitness=0
Worker 3: Generation 342 with best=0 fitness=0
Worker 1: Generation 343 with best=0 fitness=0
Worker 0: Generation 343 with best=0 fitness=0
Worker 3: Generation 343 with best=0 fitness=0
Worker 2: Generation 343 with best=0 fitness=0
Worker 1: Generation 344 with best=0 fitness=0
Worker 0: Generation 344 with best=0 fitness=0
Worker 3: Generation 344 with best=0 fitness=0
Worker 2: Generation 344 with best=0 fitness=0
Worker 1: Generation 345 with best=0 fitness=0
Worker 0: Generation 345 with best=0 fitness=0
Worker 3: Generation 345 with best=0 fitness=0
Worker 2: Generation 345 with best=0 fitness=0
Worker 1: Generation 346 with best=0 fitness=0
Worker 0: Generation 346 with best=0 fitness=0
Worker 2: Generation 346 with best=0 fitness=0
Worker 3: Generation 346 with best=0 fitness=0
Worker 1: Generation 347 with best=0 fitness=0
Worker 0: Generation 347 with best=0 fitness=0
Worker 2: Generation 347 with best=0 fitness=0
Worker 3: Generation 347 with best=0 fitness=0
Worker 1: Generation 348 with best=0 fitness=0
Worker 0: Generation 348 with best=0 fitness=0
Worker 3: Generation 348 with best=0 fitness=0
Worker 2: Generation 348 with best=0 fitness=0
Worker 1: Generation 349 with best=0 fitness=0
Worker 0: Generation 349 with best=0 fitness=0
Worker 3: Generation 349 with best=0 fitness=0
Worker 2: Generation 349 with best=0 fitness=0
Worker 1: Generation 350 with best=0 fitness=0
Worker 0: Generation 350 with best=0 fitness=0
Worker 3: Generation 350 with best=0 fitness=0
Worker 2: Generation 350 with best=0 fitness=0
Worker 1: Generation 351 with best=0 fitness=0
Worker 0: Generation 351 with best=0 fitness=0
Worker 3: Generation 351 with best=0 fitness=0
Worker 2: Generation 351 with best=0 fitness=0
Worker 1: Generation 352 with best=0 fitness=0
Worker 0: Generation 352 with best=0 fitness=0
Worker 2: Generation 352 with best=0 fitness=0
Worker 3: Generation 352 with best=0 fitness=0
Worker 1: Generation 353 with best=0 fitness=0
Worker 0: Generation 353 with best=0 fitness=0
Worker 2: Generation 353 with best=0 fitness=0
Worker 3: Generation 353 with best=0 fitness=0
Worker 1: Generation 354 with best=0 fitness=0
Worker 0: Generation 354 with best=0 fitness=0
Worker 3: Generation 354 with best=0 fitness=0
Worker 2: Generation 354 with best=0 fitness=0
Worker 1: Generation 355 with best=0 fitness=0
Worker 0: Generation 355 with best=0 fitness=0
Worker 3: Generation 355 with best=0 fitness=0
Worker 2: Generation 355 with best=0 fitness=0
Worker 1: Generation 356 with best=0 fitness=0
Worker 0: Generation 356 with best=0 fitness=0
Worker 3: Generation 356 with best=0 fitness=0
Worker 2: Generation 356 with best=0 fitness=0
Worker 1: Generation 357 with best=0 fitness=0
Worker 0: Generation 357 with best=0 fitness=0
Worker 2: Generation 357 with best=0 fitness=0
Worker 3: Generation 357 with best=0 fitness=0
Worker 1: Generation 358 with best=0 fitness=0
Worker 0: Generation 358 with best=0 fitness=0
Worker 2: Generation 358 with best=0 fitness=0
Worker 3: Generation 358 with best=0 fitness=0
Worker 1: Generation 359 with best=0 fitness=0
Worker 0: Generation 359 with best=0 fitness=0
Worker 3: Generation 359 with best=0 fitness=0
Worker 2: Generation 359 with best=0 fitness=0
Worker 1: Generation 360 with best=0 fitness=0
Worker 0: Generation 360 with best=0 fitness=0
Worker 3: Generation 360 with best=0 fitness=0
Worker 2: Generation 360 with best=0 fitness=0
Worker 1: Generation 361 with best=0 fitness=0
Worker 0: Generation 361 with best=0 fitness=0
Worker 3: Generation 361 with best=0 fitness=0
Worker 2: Generation 361 with best=0 fitness=0
Worker 1: Generation 362 with best=0 fitness=0
Worker 0: Generation 362 with best=0 fitness=0
Worker 2: Generation 362 with best=0 fitness=0
Worker 3: Generation 362 with best=0 fitness=0
Worker 1: Generation 363 with best=0 fitness=0
Worker 0: Generation 363 with best=0 fitness=0
Worker 3: Generation 363 with best=0 fitness=0
Worker 2: Generation 363 with best=0 fitness=0
Worker 1: Generation 364 with best=0 fitness=0
Worker 0: Generation 364 with best=0 fitness=0
Worker 3: Generation 364 with best=0 fitness=0
Worker 2: Generation 364 with best=0 fitness=0
Worker 1: Generation 365 with best=0 fitness=0
Worker 0: Generation 365 with best=0 fitness=0
Worker 2: Generation 365 with best=0 fitness=0
Worker 3: Generation 365 with best=0 fitness=0
Worker 1: Generation 366 with best=0 fitness=0
Worker 0: Generation 366 with best=0 fitness=0
Worker 3: Generation 366 with best=0 fitness=0
Worker 2: Generation 366 with best=0 fitness=0
Worker 1: Generation 367 with best=0 fitness=0
Worker 0: Generation 367 with best=0 fitness=0
Worker 3: Generation 367 with best=0 fitness=0
Worker 2: Generation 367 with best=0 fitness=0
Worker 1: Generation 368 with best=0 fitness=0
Worker 0: Generation 368 with best=0 fitness=0
Worker 3: Generation 368 with best=0 fitness=0
Worker 2: Generation 368 with best=0 fitness=0
Worker 1: Generation 369 with best=0 fitness=0
Worker 0: Generation 369 with best=0 fitness=0
Worker 3: Generation 369 with best=0 fitness=0
Worker 2: Generation 369 with best=0 fitness=0
Worker 1: Generation 370 with best=0 fitness=0
Worker 0: Generation 370 with best=0 fitness=0
Worker 2: Generation 370 with best=0 fitness=0
Worker 3: Generation 370 with best=0 fitness=0
Worker 1: Generation 371 with best=0 fitness=0
Worker 0: Generation 371 with best=0 fitness=0
Worker 3: Generation 371 with best=0 fitness=0
Worker 2: Generation 371 with best=0 fitness=0
Worker 1: Generation 372 with best=0 fitness=0
Worker 0: Generation 372 with best=0 fitness=0
Worker 2: Generation 372 with best=0 fitness=0
Worker 3: Generation 372 with best=0 fitness=0
Worker 1: Generation 373 with best=0 fitness=0
Worker 0: Generation 373 with best=0 fitness=0
Worker 2: Generation 373 with best=0 fitness=0
Worker 3: Generation 373 with best=0 fitness=0
Worker 1: Generation 374 with best=0 fitness=0
Worker 0: Generation 374 with best=0 fitness=0
Worker 3: Generation 374 with best=0 fitness=0
Worker 2: Generation 374 with best=0 fitness=0
Worker 1: Generation 375 with best=0 fitness=0
Worker 0: Generation 375 with best=0 fitness=0
Worker 2: Generation 375 with best=0 fitness=0
Worker 3: Generation 375 with best=0 fitness=0
Worker 1: Generation 376 with best=0 fitness=0
Worker 0: Generation 376 with best=0 fitness=0
Worker 3: Generation 376 with best=0 fitness=0
Worker 2: Generation 376 with best=0 fitness=0
Worker 1: Generation 377 with best=0 fitness=0
Worker 0: Generation 377 with best=0 fitness=0
Worker 2: Generation 377 with best=0 fitness=0
Worker 3: Generation 377 with best=0 fitness=0
Worker 1: Generation 378 with best=0 fitness=0
Worker 0: Generation 378 with best=0 fitness=0
Worker 3: Generation 378 with best=0 fitness=0
Worker 2: Generation 378 with best=0 fitness=0
Worker 1: Generation 379 with best=0 fitness=0
Worker 0: Generation 379 with best=0 fitness=0
Worker 2: Generation 379 with best=0 fitness=0
Worker 3: Generation 379 with best=0 fitness=0
Worker 1: Generation 380 with best=0 fitness=0
Worker 0: Generation 380 with best=0 fitness=0
Worker 3: Generation 380 with best=0 fitness=0
Worker 2: Generation 380 with best=0 fitness=0
Worker 1: Generation 381 with best=0 fitness=0
Worker 0: Generation 381 with best=0 fitness=0
Worker 3: Generation 381 with best=0 fitness=0
Worker 2: Generation 381 with best=0 fitness=0
Worker 1: Generation 382 with best=0 fitness=0
Worker 0: Generation 382 with best=0 fitness=0
Worker 2: Generation 382 with best=0 fitness=0
Worker 3: Generation 382 with best=0 fitness=0
Worker 1: Generation 383 with best=0 fitness=0
Worker 0: Generation 383 with best=0 fitness=0
Worker 3: Generation 383 with best=0 fitness=0
Worker 2: Generation 383 with best=0 fitness=0
Worker 1: Generation 384 with best=0 fitness=0
Worker 0: Generation 384 with best=0 fitness=0
Worker 2: Generation 384 with best=0 fitness=0
Worker 3: Generation 384 with best=0 fitness=0
Worker 1: Generation 385 with best=0 fitness=0
Worker 0: Generation 385 with best=0 fitness=0
Worker 2: Generation 385 with best=0 fitness=0
Worker 3: Generation 385 with best=0 fitness=0
Worker 1: Generation 386 with best=0 fitness=0
Worker 0: Generation 386 with best=0 fitness=0
Worker 3: Generation 386 with best=0 fitness=0
Worker 2: Generation 386 with best=0 fitness=0
Worker 1: Generation 387 with best=0 fitness=0
Worker 0: Generation 387 with best=0 fitness=0
Worker 3: Generation 387 with best=0 fitness=0
Worker 2: Generation 387 with best=0 fitness=0
Worker 1: Generation 388 with best=0 fitness=0
Worker 0: Generation 388 with best=0 fitness=0
Worker 2: Generation 388 with best=0 fitness=0
Worker 3: Generation 388 with best=0 fitness=0
Worker 1: Generation 389 with best=0 fitness=0
Worker 0: Generation 389 with best=0 fitness=0
Worker 3: Generation 389 with best=0 fitness=0
Worker 2: Generation 389 with best=0 fitness=0
Worker 1: Generation 390 with best=0 fitness=0
Worker 0: Generation 390 with best=0 fitness=0
Worker 2: Generation 390 with best=0 fitness=0
Worker 3: Generation 390 with best=0 fitness=0
Worker 1: Generation 391 with best=0 fitness=0
Worker 0: Generation 391 with best=0 fitness=0
Worker 2: Generation 391 with best=0 fitness=0
Worker 3: Generation 391 with best=0 fitness=0
Worker 1: Generation 392 with best=0 fitness=0
Worker 0: Generation 392 with best=0 fitness=0
Worker 3: Generation 392 with best=0 fitness=0
Worker 2: Generation 392 with best=0 fitness=0
Worker 1: Generation 393 with best=0 fitness=0
Worker 0: Generation 393 with best=0 fitness=0
Worker 2: Generation 393 with best=0 fitness=0
Worker 3: Generation 393 with best=0 fitness=0
Worker 1: Generation 394 with best=0 fitness=0
Worker 0: Generation 394 with best=0 fitness=0
Worker 3: Generation 394 with best=0 fitness=0
Worker 2: Generation 394 with best=0 fitness=0
Worker 1: Generation 395 with best=0 fitness=0
Worker 0: Generation 395 with best=0 fitness=0
Worker 2: Generation 395 with best=0 fitness=0
Worker 3: Generation 395 with best=0 fitness=0
Worker 1: Generation 396 with best=0 fitness=0
Worker 0: Generation 396 with best=0 fitness=0
Worker 3: Generation 396 with best=0 fitness=0
Worker 2: Generation 396 with best=0 fitness=0
Worker 1: Generation 397 with best=0 fitness=0
Worker 0: Generation 397 with best=0 fitness=0
Worker 2: Generation 397 with best=0 fitness=0
Worker 3: Generation 397 with best=0 fitness=0
Worker 1: Generation 398 with best=0 fitness=0
Worker 0: Generation 398 with best=0 fitness=0
Worker 3: Generation 398 with best=0 fitness=0
Worker 2: Generation 398 with best=0 fitness=0
